category,storage_type,shelf_life_days,days_remaining_at_purchase,days_until_expiry,risk_level
7,1,5,5,3,Medium
0,2,4,3,2,Medium
1,1,16,11,8,High
5,0,9,7,7,Medium
6,1,16,11,11,High
2,1,12,9,8,High
8,0,3,2,2,Medium
0,2,6,5,4,Low
5,1,6,4,3,High
8,1,2,1,0,High
3,1,13,13,10,High
5,1,7,6,6,Medium
7,1,3,2,0,High
4,0,268,259,256,Medium
8,0,3,3,0,Low
8,1,6,4,2,Low
8,0,2,1,0,High
6,1,10,9,7,Low
7,1,4,3,2,High
3,1,12,10,8,Low
1,1,18,14,14,Low
2,1,25,17,17,High
1,1,17,16,14,Low
8,0,6,6,3,High
7,1,4,3,1,High
8,0,2,1,1,High
4,0,364,329,326,Low
0,2,2,1,0,High
3,1,11,10,9,High
7,1,2,1,0,High
5,1,5,4,1,High
3,1,12,12,12,Medium
1,1,11,11,9,Low
2,1,12,10,7,Medium
8,0,7,5,2,Low
7,1,1,1,0,High
7,1,2,2,0,High
4,0,285,266,263,Medium
5,1,3,2,0,High
0,2,5,4,3,Medium
0,2,3,2,1,Low
2,1,23,16,13,High
0,2,2,2,2,Low
2,1,14,14,12,Medium
5,1,7,7,4,Medium
7,1,2,1,1,High
8,0,6,4,1,High
1,1,14,11,11,Low
6,1,3,2,1,High
0,2,7,7,4,Low
8,1,3,3,2,High
8,1,7,5,4,Low
7,1,1,1,0,Medium
1,0,18,13,11,High
4,0,63,56,53,High
5,1,4,4,3,Medium
2,1,29,22,19,High
8,0,2,1,0,High
0,2,6,6,6,Low
0,2,3,2,0,Low
5,1,5,4,4,High
7,1,1,1,1,Medium
7,1,3,3,2,Low
7,1,1,0,0,High
4,0,189,152,152,Low
1,1,16,13,12,High
5,1,9,7,4,Low
0,2,4,3,2,High
4,0,61,55,55,High
6,2,4,4,1,Medium
7,1,4,3,0,High
3,1,4,4,1,Low
1,1,8,8,8,Medium
4,0,143,141,139,Low
3,1,7,6,5,Medium
5,1,9,6,4,High
5,1,9,7,5,Low
3,1,3,3,3,Low
1,1,11,8,7,Low
5,1,7,5,4,Medium
0,2,2,1,0,Low
4,0,342,340,339,Medium
5,1,3,2,2,High
4,0,219,215,214,Low
7,1,4,4,2,Low
7,1,5,4,2,High
8,0,7,7,4,Low
6,1,7,7,7,High
5,1,5,5,4,Low
0,2,6,4,3,Low
6,1,8,8,8,Medium
6,1,13,9,9,High
6,1,20,19,18,Low
7,1,4,4,4,Medium
6,1,14,13,13,High
5,1,7,7,4,Low
1,1,17,13,12,High
5,0,6,5,5,High
8,0,6,5,3,High
3,1,9,8,6,High
8,1,7,6,3,Medium
2,1,29,23,22,Medium
4,0,110,79,76,High
7,1,1,0,0,High
8,0,5,5,3,Medium
4,0,241,198,197,Low
5,0,7,5,2,High
5,0,3,3,0,Medium
2,1,15,11,11,High
2,1,18,17,17,High
5,1,9,6,5,Medium
1,1,18,13,11,Low
2,1,18,18,16,Medium
4,0,101,87,86,Low
4,0,319,271,271,Medium
1,1,22,15,12,High
3,1,5,4,2,Low
2,1,6,4,1,High
7,1,1,0,0,High
8,0,6,6,6,Low
1,1,16,16,15,Low
7,1,5,4,2,Low
6,1,6,6,3,Low
1,1,22,15,13,Low
5,1,10,10,7,High
3,1,10,8,8,Low
0,2,3,3,3,High
5,1,6,6,3,High
6,1,17,17,15,Medium
6,2,11,11,11,Low
4,0,167,130,130,Low
2,1,25,23,23,High
4,0,278,238,238,Low
7,1,3,2,0,High
4,0,277,265,265,Low
6,1,4,3,2,Medium
1,1,25,21,21,Medium
5,0,3,3,3,Low
4,0,334,269,267,Low
3,1,4,4,1,Medium
7,1,5,5,4,Low
5,1,9,6,5,High
8,0,3,3,1,High
5,1,8,7,7,High
7,1,3,2,1,Medium
6,2,14,12,11,Medium
5,1,6,5,3,High
5,1,7,5,3,High
3,1,4,3,3,Medium
2,1,8,7,5,High
3,1,7,5,2,High
3,1,5,5,3,Medium
2,1,20,20,19,Low
1,1,24,20,19,Low
4,0,324,306,304,Low
7,1,2,1,0,Medium
4,0,210,202,200,Medium
0,2,6,5,3,Medium
1,1,27,24,23,Medium
3,1,12,12,12,Low
2,1,23,17,17,Medium
8,1,6,6,6,Low
1,1,17,14,13,High
2,1,12,12,11,Low
3,1,3,2,0,Low
1,1,11,10,10,Medium
2,1,19,17,17,Medium
1,1,26,25,24,Low
0,2,4,4,2,Medium
4,0,147,98,95,Low
7,1,5,4,4,Medium
3,1,8,6,3,Medium
3,1,12,10,9,High
1,1,10,10,9,Low
2,1,10,9,8,High
6,1,15,11,8,Low
2,1,13,11,10,High
8,0,6,5,5,High
5,0,3,3,0,Low
1,1,16,16,16,Low
4,0,225,157,155,Medium
4,0,160,146,145,Low
8,0,4,3,0,High
1,1,25,21,18,Low
3,1,9,7,4,Medium
8,1,5,4,3,High
1,1,8,6,3,Medium
0,2,2,1,1,High
2,1,6,6,5,Low
4,0,76,68,67,High
6,1,6,6,6,Medium
6,1,13,13,11,Low
7,1,3,3,1,Medium
5,1,7,5,4,Low
3,1,6,5,5,Low
5,1,9,7,6,Medium
1,1,21,19,16,Medium
6,1,14,10,10,Medium
1,1,30,30,30,Low
8,0,2,2,1,Medium
5,1,7,6,5,Low
6,1,18,14,14,Medium
7,1,1,0,0,High
0,2,2,2,0,Medium
4,0,328,300,300,Medium
5,1,3,2,0,High
8,0,2,2,1,High
6,1,7,6,4,Medium
1,1,15,13,10,Medium
0,2,4,4,1,Low
1,1,13,12,10,High
5,0,4,4,4,Medium
1,1,9,9,7,Medium
4,0,318,307,307,Low
4,0,73,71,71,Medium
4,0,164,161,158,Low
7,0,3,3,3,Medium
3,1,8,7,6,Medium
3,1,5,4,3,Low
5,1,6,4,2,High
6,1,3,2,2,Low
4,0,353,285,283,Medium
6,1,12,8,7,Low
7,1,4,4,1,High
3,1,6,6,5,Low
4,0,185,133,133,Medium
7,1,1,0,0,High
2,1,11,9,9,Medium
6,1,17,13,10,Low
6,2,21,14,13,High
7,1,1,1,1,Medium
6,2,13,10,10,High
6,1,6,5,4,Low
1,1,18,18,17,Low
3,1,10,7,5,High
7,1,2,1,1,High
8,0,4,4,1,Low
5,0,4,3,3,High
2,1,28,27,24,Medium
6,1,16,12,11,High
6,1,3,2,2,Low
3,1,14,12,11,High
2,1,6,6,5,Low
4,0,169,156,154,Medium
8,1,2,1,0,High
4,0,243,177,176,High
5,1,5,4,2,High
0,2,4,4,1,High
6,1,19,13,12,High
8,0,4,4,3,High
2,1,26,23,23,High
1,1,28,27,27,Low
4,0,92,66,64,Medium
0,2,3,3,2,Low
6,1,4,4,3,Medium
4,0,353,256,253,Medium
7,1,5,4,3,Medium
7,1,5,5,4,Medium
2,1,6,4,4,Medium
0,2,2,2,0,Medium
2,1,21,16,13,Medium
5,1,10,10,9,Medium
2,1,9,6,6,Medium
4,0,78,66,63,Low
8,0,5,5,2,Low
7,1,4,4,4,Medium
5,0,8,7,4,Medium
4,0,317,256,255,Medium
7,1,2,1,0,High
0,2,5,4,2,High
3,1,10,8,6,Medium
6,1,7,6,5,High
4,0,221,217,214,Medium
0,2,3,3,0,Low
3,1,14,13,11,Medium
4,0,158,146,144,Low
7,1,2,1,1,High
3,1,13,13,12,Low
1,1,19,14,12,Low
8,0,7,6,5,High
6,1,7,5,2,High
4,0,72,68,68,Low
8,1,3,2,1,Medium
7,1,5,4,4,Medium
0,2,4,3,1,Medium
7,1,4,4,2,Low
7,1,2,1,1,Medium
4,0,192,145,145,Medium
5,1,7,5,5,High
6,1,9,6,5,High
2,1,20,19,16,Medium
0,2,2,2,0,High
0,2,7,6,4,Low
5,0,8,8,7,Medium
0,2,5,5,5,Low
6,2,9,7,6,High
0,2,3,2,0,Medium
4,0,306,237,237,Low
8,0,3,3,2,High
1,1,29,25,25,High
8,0,3,2,2,Medium
3,1,13,13,12,Low
6,1,3,3,2,Medium
6,1,10,9,6,Medium
6,2,7,5,3,High
8,1,7,6,4,Medium
6,1,9,6,3,Low
1,1,29,21,21,High
4,0,311,210,210,Medium
5,1,10,8,7,High
1,1,9,8,8,Medium
2,1,14,12,10,Medium
1,1,24,22,22,High
4,0,364,330,329,High
6,1,15,12,10,Medium
7,1,4,3,3,High
7,1,1,0,0,High
5,1,3,3,1,Low
5,1,5,5,5,High
0,2,2,2,0,High
5,1,6,4,3,High
2,1,11,11,10,Medium
4,0,130,129,126,Low
7,1,5,5,3,High
0,2,3,3,1,Medium
0,2,6,6,5,High
6,1,15,14,11,Low
8,1,4,4,3,High
4,0,224,209,208,Low
1,1,15,13,12,Low
7,1,5,5,3,Low
8,1,4,3,1,High
1,1,23,17,16,High
7,1,2,1,0,High
3,1,6,6,4,Low
3,1,5,4,1,High
0,2,2,2,0,Low
5,0,10,9,9,Medium
4,0,78,77,76,Medium
8,0,4,3,2,Medium
6,2,18,13,12,High
1,1,15,12,12,Medium
6,2,18,15,12,High
7,1,2,2,0,Medium
5,0,6,4,4,Medium
8,1,7,7,7,High
4,0,279,279,279,Medium
0,2,2,2,2,Low
5,1,8,6,5,Low
1,1,28,23,21,Low
3,1,3,2,0,Medium
0,2,5,4,1,Low
1,1,21,14,11,Medium
1,1,20,20,20,Low
4,0,265,214,213,Medium
2,1,18,13,10,High
0,2,7,6,4,High
2,1,8,7,5,High
2,1,21,14,14,Medium
1,1,8,8,5,Medium
4,0,286,194,191,Medium
2,1,20,15,13,Medium
4,0,89,82,81,Medium
0,2,6,6,5,Low
8,0,6,6,6,Low
7,1,1,1,0,Low
6,1,20,20,19,Low
8,1,2,1,0,High
8,0,3,2,2,Low
1,1,14,13,11,High
5,1,4,3,0,Medium
3,1,12,11,11,Medium
3,1,12,12,11,Low
4,0,154,132,132,High
7,1,1,1,0,High
5,1,6,5,2,Medium
4,0,195,182,181,Low
6,1,6,6,3,Low
7,1,2,2,2,Medium
3,1,6,6,5,Low
3,1,10,8,6,Low
6,1,7,7,6,Medium
8,1,2,2,0,High
2,1,26,22,19,Medium
6,2,11,11,9,High
0,2,5,5,4,Low
5,1,8,6,3,High
2,1,6,6,6,Low
8,1,6,4,3,Low
7,1,2,1,0,High
1,1,15,13,11,Low
0,2,4,3,0,Medium
0,2,7,5,3,Medium
8,0,5,4,4,Low
7,1,4,4,2,High
7,1,3,2,0,High
0,2,7,5,5,High
3,1,12,8,8,High
3,1,9,6,6,High
5,1,5,4,1,Low
3,1,6,6,5,Low
4,0,328,313,311,Low
5,1,7,7,7,Medium
1,1,22,22,19,Medium
5,0,7,7,7,Medium
3,1,10,7,6,High
4,0,302,241,241,Low
0,2,4,3,2,High
0,2,7,6,6,Low
7,1,3,2,2,High
1,1,24,19,17,Low
2,1,28,28,28,High
2,1,5,5,3,High
8,0,6,6,4,Low
0,2,5,4,2,Medium
2,1,29,28,26,Medium
6,1,17,12,11,High
4,0,160,117,117,Low
2,1,23,16,14,High
2,1,18,16,16,High
1,1,7,5,2,High
5,1,4,4,3,Medium
5,1,6,6,6,Low
0,2,6,5,5,Low
3,1,3,2,2,Medium
1,1,10,9,7,High
7,1,3,3,1,Low
3,1,14,14,14,Medium
1,1,9,6,4,Medium
0,2,7,6,4,Medium
2,1,17,13,11,High
8,1,6,6,4,Low
2,1,16,14,12,High
4,0,278,201,201,Medium
3,1,13,12,11,High
1,1,11,11,11,Low
1,1,12,10,8,Low
6,2,11,9,8,High
0,2,3,2,0,Medium
2,1,22,15,15,High
4,0,185,151,151,Low
7,1,1,0,0,High
3,1,6,6,5,Low
7,1,3,2,0,High
4,0,190,160,158,Medium
2,1,12,9,9,High
7,1,1,1,0,Medium
5,1,9,7,5,High
1,1,15,15,13,High
7,1,4,3,1,High
8,0,3,3,3,Medium
4,0,228,186,183,Low
4,0,174,165,165,Medium
1,1,30,20,19,Medium
3,1,8,7,5,Low
4,0,346,278,276,Low
7,1,5,5,2,High
2,1,17,13,12,Medium
0,2,6,5,5,High
4,0,365,262,259,High
3,1,11,8,6,Medium
5,1,8,8,5,Low
8,0,6,6,6,Low
7,1,1,0,0,High
2,1,22,16,15,High
4,0,360,245,242,Low
2,1,23,20,19,High
4,0,343,239,237,Low
3,1,3,3,3,Low
8,1,2,1,0,High
2,1,17,16,13,Low
5,0,7,6,4,High
4,0,134,122,119,Medium
2,1,12,8,7,Medium
0,2,2,1,0,High
0,2,6,5,3,Low
8,1,4,4,2,Medium
0,2,5,4,3,High
6,1,21,15,12,Medium
3,1,13,9,9,Medium
3,1,11,8,7,High
3,1,7,6,5,High
3,1,14,12,11,Medium
1,1,7,5,5,High
8,0,2,2,2,Low
4,0,276,261,260,Low
0,2,2,2,1,Medium
0,2,2,2,2,Medium
8,1,7,6,5,Medium
8,1,5,5,5,Medium
8,1,6,6,3,Low
5,1,3,2,1,High
7,1,3,3,3,Low
5,1,5,5,4,Medium
2,1,22,16,13,Medium
8,1,4,4,4,Medium
4,0,213,146,145,Medium
3,1,4,4,2,High
5,1,6,4,3,Medium
5,1,10,9,7,High
1,1,22,16,16,Medium
2,1,17,13,11,Low
8,1,4,4,3,Medium
0,2,7,6,4,High
4,0,140,94,94,High
7,1,5,5,4,Low
3,1,4,3,0,High
0,2,3,3,1,Medium
1,1,18,13,11,High
0,2,7,6,3,Low
0,2,3,3,0,High
4,0,216,165,162,High
7,1,1,0,0,High
7,1,1,1,1,Low
2,1,16,13,12,High
2,1,30,24,21,High
6,1,7,5,4,High
0,2,6,5,3,High
5,1,8,7,7,Medium
2,1,9,6,3,High
5,1,8,7,4,Medium
4,0,163,135,135,Medium
6,1,8,6,5,Low
6,1,9,7,4,High
6,1,11,11,8,Low
2,1,28,26,23,Medium
8,0,6,4,2,Medium
3,1,5,4,4,High
0,2,6,6,4,Medium
3,1,3,3,3,Medium
7,1,4,4,4,Low
5,0,8,8,7,High
8,0,2,1,1,High
4,0,205,188,185,Low
5,1,6,4,3,High
7,1,5,5,5,High
8,0,7,5,3,Medium
5,1,10,9,6,Medium
1,1,23,16,13,Low
6,1,16,15,13,Medium
3,1,12,11,11,Medium
6,1,20,14,11,High
0,2,4,4,4,Low
1,1,10,10,8,Low
0,2,4,4,3,High
8,1,4,3,1,High
2,1,23,17,17,Low
4,0,117,112,109,Medium
5,0,10,8,7,High
0,2,2,1,0,Low
5,1,10,9,6,Medium
3,1,9,9,6,Low
1,1,7,6,6,High
6,1,3,2,0,High
1,1,28,20,18,Low
6,2,10,10,7,Medium
2,1,5,4,3,High
7,1,4,4,1,High
8,1,3,3,3,Low
5,1,4,4,3,Low
7,1,4,4,2,Medium
7,1,1,0,0,High
5,1,9,7,7,Medium
6,2,10,10,8,Low
5,0,4,4,3,High
8,0,5,4,3,Low
1,1,24,19,18,Low
2,1,14,12,12,Medium
6,2,20,20,18,Medium
7,1,5,4,1,Low
6,1,21,21,20,High
2,1,20,14,14,High
7,1,5,5,4,Medium
7,1,2,2,0,Low
8,0,4,4,3,High
0,2,2,1,0,Medium
6,1,11,10,10,High
7,1,5,4,3,High
4,0,119,86,84,High
2,1,30,28,27,Low
4,0,187,145,142,Medium
8,0,6,4,3,High
0,2,5,5,5,Low
1,1,30,23,22,Low
4,0,128,93,90,Low
5,1,6,6,3,High
6,1,18,17,16,High
6,1,6,6,6,Medium
2,1,28,20,20,Medium
3,1,8,8,8,Low
2,1,15,11,10,High
0,2,7,5,5,Medium
2,1,20,16,13,High
7,1,2,2,0,Medium
3,1,8,6,6,Low
6,1,6,6,3,Low
0,2,6,4,2,Medium
0,2,6,4,3,Medium
7,1,1,0,0,High
1,1,14,11,11,Low
8,1,4,4,3,Medium
0,2,4,3,1,Low
6,2,3,3,2,Medium
7,1,3,3,0,Low
8,1,6,5,4,High
7,1,1,1,0,Medium
6,1,18,15,14,Medium
0,2,5,5,5,Low
0,2,6,6,6,Medium
0,2,3,2,0,High
1,1,10,7,6,High
1,1,13,13,12,Low
8,1,4,4,2,Medium
2,1,25,21,18,Low
3,1,10,8,5,Low
4,0,135,96,93,Medium
1,1,20,16,15,High
8,0,6,5,2,Low
6,1,12,9,7,Low
2,1,5,5,5,Medium
3,1,7,7,5,Medium
0,2,6,4,4,Low
8,0,6,6,3,Low
5,1,5,5,4,High
4,0,338,233,231,Low
1,1,16,13,11,Low
7,1,4,3,0,Medium
5,1,5,5,2,Low
7,1,2,2,1,Medium
3,1,14,12,11,Medium
5,0,9,8,5,High
6,1,12,8,6,High
5,1,5,4,2,Medium
0,2,7,7,4,Low
8,1,2,2,1,High
0,2,5,4,3,Medium
4,0,160,145,143,Medium
8,0,2,1,0,Medium
3,1,12,12,10,High
2,1,28,24,23,High
8,1,4,4,1,Low
7,1,2,1,0,Medium
0,2,2,2,1,Low
2,1,23,18,16,High
1,1,16,14,14,Low
8,1,6,6,5,High
7,1,5,5,4,Low
7,1,2,1,0,High
5,1,6,4,2,High
6,1,18,14,11,Low
6,1,14,12,9,Medium
5,1,10,7,7,Medium
0,2,6,5,5,Low
6,2,19,19,16,Medium
3,0,10,7,4,High
8,0,2,1,1,High
2,1,6,5,5,Medium
4,0,129,112,111,Low
1,1,29,23,22,Low
3,1,4,4,1,Medium
3,1,5,4,4,High
1,1,21,15,13,Medium
3,1,12,9,9,Low
7,1,2,1,0,Medium
5,1,5,4,1,Low
3,1,14,11,8,Medium
5,1,4,4,1,Low
1,1,30,29,28,Medium
6,1,13,13,12,Low
1,1,10,8,8,Low
4,0,188,174,173,Low
2,1,5,4,4,Medium
8,0,4,3,0,Low
3,1,3,2,2,High
5,1,4,3,3,High
3,1,12,9,7,High
7,1,5,4,3,Low
8,0,3,3,1,High
4,0,170,144,142,Low
6,1,9,6,6,High
8,0,5,4,4,High
4,0,322,297,297,High
6,1,8,6,6,Medium
7,1,3,2,2,High
2,1,13,9,7,High
6,2,11,9,8,High
6,1,7,7,6,Low
0,2,4,3,2,Medium
2,1,20,17,17,Medium
5,1,9,6,6,Medium
2,1,13,9,9,Medium
2,1,23,17,16,Medium
6,1,12,12,12,High
5,1,9,7,7,Low
5,1,8,8,6,Low
2,1,16,12,9,Low
2,1,10,10,10,Medium
0,2,3,2,0,Low
7,1,1,0,0,High
8,0,2,1,0,High
2,1,30,21,21,High
0,2,4,3,3,High
6,1,17,12,11,Medium
8,1,2,2,0,Low
5,1,6,4,1,Medium
6,1,8,8,7,Medium
1,1,29,28,26,Medium
5,1,6,6,6,High
0,2,5,5,4,Low
1,1,9,8,8,Low
5,1,9,7,7,High
0,2,5,5,3,Low
2,1,12,10,9,Low
2,1,10,10,10,Low
4,0,171,152,151,Medium
0,2,7,6,6,Medium
1,1,13,10,8,Medium
0,2,5,4,4,Medium
7,1,1,1,1,Low
2,1,25,20,17,Low
2,1,23,17,15,High
8,1,3,2,1,Medium
8,0,5,4,4,High
8,0,4,4,1,Medium
1,1,28,26,25,Medium
7,1,5,4,1,High
2,1,18,13,13,Low
5,1,3,2,2,High
8,1,7,6,4,Medium
5,0,4,3,1,High
6,1,15,12,10,High
7,1,5,5,4,Medium
2,1,13,12,12,Medium
4,0,128,111,108,Low
1,1,10,9,6,High
0,2,5,5,3,Low
1,1,10,10,10,Medium
4,0,153,140,140,Low
3,1,13,13,13,High
6,1,21,14,11,High
6,1,6,6,4,Medium
7,1,2,1,1,Low
5,1,3,3,3,Low
3,1,7,6,6,High
3,1,9,9,6,Medium
8,0,4,3,3,Medium
4,0,119,104,104,Low
8,0,2,2,1,High
0,2,6,6,5,Medium
8,0,5,5,2,Medium
0,2,3,3,0,High
0,2,5,5,2,Medium
5,1,10,9,9,Low
0,2,5,5,4,Medium
4,0,173,152,149,Low
6,1,14,11,11,High
6,1,15,13,12,High
3,1,13,11,10,Medium
2,1,30,21,18,Low
1,1,23,16,14,Medium
6,1,14,13,11,Low
2,1,26,26,23,Medium
5,1,4,3,1,Low
6,1,3,2,0,Medium
7,1,5,5,5,Medium
2,1,25,19,19,Medium
7,1,1,0,0,High
8,1,2,2,1,High
0,2,4,4,4,Low
5,0,3,2,0,High
4,0,243,191,189,High
6,2,18,15,12,Medium
6,1,8,6,5,Medium
2,1,13,11,9,Low
8,0,5,5,5,Low
2,1,8,8,5,Medium
7,1,4,4,2,High
6,1,10,8,7,High
3,1,8,7,6,High
7,1,1,1,0,Medium
3,1,3,2,2,Medium
7,1,2,2,1,Low
3,1,12,8,7,Medium
5,1,7,5,4,Medium
8,0,7,6,6,Medium
8,1,5,5,5,Low
6,1,18,16,14,Low
6,1,6,6,5,Low
1,1,17,13,11,Low
8,0,3,2,0,High
2,1,11,10,10,Low
2,1,14,13,11,High
2,1,28,19,17,Medium
5,0,4,4,4,Low
6,1,7,6,5,Medium
5,0,3,2,1,High
7,1,4,4,2,Medium
7,1,3,3,0,High
8,0,2,1,0,Medium
1,1,11,10,10,Medium
7,1,1,1,0,High
2,1,12,10,8,High
0,2,4,3,2,Low
2,1,14,11,11,Low
4,0,283,278,277,Medium
7,1,2,2,0,Medium
7,1,5,4,1,High
3,1,4,3,1,High
4,0,218,179,179,Medium
5,1,3,2,0,Medium
1,1,14,10,7,High
0,2,4,4,2,Medium
7,1,2,1,1,High
3,1,8,6,6,High
7,0,2,2,0,High
8,1,6,6,3,Medium
0,2,5,4,4,Medium
5,0,3,3,1,High
5,1,10,7,4,High
3,1,5,5,4,Low
0,2,2,2,0,Low
3,1,7,7,4,Low
0,2,4,4,1,Low
8,1,4,4,2,High
4,0,179,164,164,Low
4,0,186,154,154,High
5,1,4,3,0,Medium
7,1,1,0,0,High
0,2,6,5,5,High
6,1,12,12,9,Low
1,1,25,20,19,Low
3,1,6,4,4,Medium
3,1,9,8,6,Medium
6,1,8,8,6,Low
7,1,3,2,1,High
4,0,100,80,77,Medium
6,1,3,2,0,Low
1,1,23,18,15,Medium
3,1,5,5,3,Low
1,1,13,12,12,Low
7,1,4,3,2,Low
4,0,204,181,180,Medium
4,0,72,48,45,Low
2,1,6,5,5,Low
1,1,16,16,16,Low
0,2,5,4,1,High
7,1,3,3,1,Low
4,0,67,51,51,Low
4,0,67,56,55,High
0,2,2,2,0,Low
3,0,9,7,7,High
7,1,1,1,1,Medium
1,1,16,12,9,Low
1,1,24,23,22,Medium
2,1,18,18,17,High
1,1,26,24,21,High
2,1,5,4,3,High
5,1,4,3,0,High
1,1,10,7,4,Medium
4,0,271,238,237,High
5,1,3,3,0,Low
6,1,10,7,5,Medium
8,1,6,6,6,Medium
3,1,13,9,8,Medium
4,0,194,134,134,Low
6,1,11,9,9,Medium
0,2,5,4,1,Medium
1,1,26,21,20,High
1,1,17,16,14,Medium
7,1,2,1,0,High
7,1,2,1,0,Medium
0,2,7,6,3,Low
4,0,351,298,296,Medium
2,1,29,23,23,Medium
2,1,21,17,14,High
6,1,5,4,2,Low
4,0,222,164,162,Medium
5,1,10,7,7,Medium
2,1,6,6,4,High
8,0,7,6,4,Medium
5,0,4,4,1,Low
4,0,92,67,66,Low
6,2,11,11,9,High
0,2,7,6,6,Low
1,1,27,23,22,Low
7,1,1,0,0,High
8,1,4,3,1,Low
1,1,19,13,10,Medium
2,1,24,22,21,Low
0,2,3,2,0,Medium
3,0,11,8,7,High
4,0,186,137,136,Low
6,1,14,10,8,High
3,1,6,4,4,Low
4,0,116,106,103,Medium
1,1,22,22,21,Low
8,1,7,7,7,Low
5,0,5,4,2,High
7,1,1,0,0,High
7,1,1,0,0,High
6,1,16,12,9,High
4,0,343,278,276,Medium
1,1,29,24,24,Low
5,0,5,5,4,Low
4,0,201,173,170,Medium
2,1,5,5,5,Low
4,0,288,220,220,Low
7,1,1,0,0,High
4,0,243,165,164,Medium
0,2,2,1,0,Low
7,1,3,3,2,Low
1,1,9,8,7,Medium
5,1,6,5,2,Low
3,1,4,3,0,Medium
1,1,18,18,18,Low
7,1,5,4,3,High
8,1,7,7,7,Medium
7,1,5,4,2,Medium
2,1,26,23,20,Medium
8,0,2,1,0,High
8,0,7,5,5,High
5,1,8,8,6,Medium
6,1,20,19,19,Low
5,0,10,8,6,High
0,2,7,5,3,Medium
5,1,5,5,2,Low
0,2,3,3,0,High
8,1,2,1,0,High
1,1,29,24,24,High
4,0,148,141,140,High
4,0,288,240,237,Low
8,1,2,1,0,High
5,0,6,5,3,High
6,1,9,9,9,Medium
1,1,7,6,5,Low
7,1,4,4,3,Medium
1,1,8,7,6,Low
0,2,5,5,3,High
4,0,117,110,108,Low
2,1,7,7,6,High
8,0,5,5,5,Medium
2,1,22,17,17,Low
7,1,5,4,1,Medium
6,1,5,5,3,Low
5,1,10,7,7,Medium
4,0,218,175,172,Low
0,2,4,4,4,Low
6,1,6,5,2,Low
7,1,5,5,3,Medium
2,1,27,21,19,High
6,1,10,7,6,High
1,1,29,22,22,Medium
2,1,14,10,9,High
5,1,8,8,7,High
6,1,18,18,17,Low
3,1,11,9,6,Medium
2,1,26,18,18,High
7,1,1,0,0,High
6,2,19,13,11,High
6,1,5,4,3,Low
1,1,19,14,14,Low
5,1,4,3,3,High
6,1,8,7,6,Medium
7,1,3,2,1,Medium
5,1,4,4,4,Low
6,1,4,3,2,Medium
1,1,16,11,11,Low
1,1,9,6,5,High
2,1,11,8,7,Medium
4,0,160,159,158,Low
6,2,5,4,4,High
0,2,2,1,1,High
5,0,4,3,3,Low
7,1,4,4,2,Low
3,1,14,14,12,Low
8,1,6,4,3,High
5,1,9,6,5,Low
4,0,160,147,145,High
7,1,3,2,2,High
2,1,19,16,16,High
3,1,9,6,6,High
4,0,333,312,310,Medium
7,1,3,3,3,High
8,1,5,5,3,High
5,0,7,5,2,Medium
6,1,5,4,2,Medium
6,1,19,18,15,Low
1,1,24,22,21,High
0,2,4,3,3,Low
0,2,4,4,2,Low
4,0,316,312,312,Low
2,1,28,19,18,High
1,1,28,23,22,Medium
0,2,5,4,1,Low
8,0,7,5,2,High
3,1,9,7,4,Medium
6,1,9,9,6,Low
3,1,6,4,3,High
7,1,1,1,0,Low
0,2,3,2,0,Low
2,1,8,6,5,Medium
0,2,5,4,3,High
0,2,6,4,2,High
2,1,30,29,29,Low
4,0,302,226,226,High
3,1,12,8,7,Low
5,0,6,4,2,High
7,1,5,4,2,Medium
8,0,6,6,3,Low
4,0,155,119,118,Low
5,0,4,4,1,High
4,0,217,189,189,Medium
8,0,6,5,5,High
3,1,5,4,1,High
0,2,4,3,2,Medium
2,1,25,20,17,Low
7,1,2,1,0,High
1,1,7,5,4,Medium
4,0,257,196,193,Low
5,0,6,6,4,Low
0,2,3,2,0,High
8,1,6,5,3,High
5,1,3,2,2,Low
1,1,21,16,13,High
3,1,14,14,13,High
6,1,11,11,8,Low
3,1,14,14,14,Medium
2,1,9,8,7,Medium
4,0,363,304,304,Low
8,0,6,4,3,High
6,2,21,18,16,High
4,0,123,100,99,Medium
6,1,5,4,4,High
6,1,4,3,2,High
0,2,2,1,0,Low
5,0,9,6,6,High
3,1,12,8,6,Low
7,1,1,1,0,Low
3,1,9,6,5,High
2,1,15,15,13,Low
7,0,3,3,3,Low
7,1,2,1,0,High
2,1,10,10,8,Medium
4,0,357,331,331,Medium
3,1,10,9,6,Medium
6,1,6,5,5,Low
6,1,6,4,3,Low
6,1,8,8,6,Medium
1,1,25,19,19,Medium
6,1,8,6,3,High
5,1,4,3,2,Low
7,1,5,4,2,Medium
4,0,335,238,235,Low
4,0,273,271,269,Medium
0,2,3,3,3,High
4,0,318,305,304,Medium
7,1,5,4,4,High
6,1,14,13,10,Low
0,2,4,4,4,High
4,0,122,118,118,Low
2,1,14,10,7,Low
6,1,9,9,7,Low
6,1,6,5,4,Medium
3,1,9,6,4,Medium
3,1,3,3,2,High
8,0,3,2,0,Low
7,1,4,3,1,Low
4,0,148,100,99,Low
5,0,6,6,6,High
2,1,20,20,20,Low
7,1,4,3,0,High
6,1,6,5,5,Low
8,0,2,2,0,Low
1,1,26,18,15,Low
3,1,13,10,8,High
7,1,5,4,2,High
